# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
SNG01442.json	3	What is the contact number of that Audi?	Great! I was able to book a red Audi for you!	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	15:45	saigon city	huntingdon marriott hotel	none	none	none	none	none	none	none
SNG01442.json	4	Thank you that is all I need today.	The contact number is 07062991767. Do you have any other questions?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	15:45	saigon city	huntingdon marriott hotel	none	none	none	none	none	none	none
SNG1265.json	0	I need a taxi from nusha to thanh binh at 6:15, please.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	nusha	thanh binh	06:15	none	none	none	none	none	none
SNG1265.json	1	That is all I needed, thanks. 	A blue volkswagen will pick you up, and the contact number is 07337359188. Can I help with anything else?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	nusha	thanh binh	06:15	none	none	none	none	none	none
SNG1265.json	2	Thank you, you too.	you are welcome. have a great day	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	nusha	thanh binh	06:15	none	none	none	none	none	none
SNG01521.json	0	I need to book a taxi to arrive by 06:45 to go to ADC Theatre.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	06:45	none	adc theatre	none	none	none	none	none	none	none
SNG01521.json	1	I need to be picked up from Wagamama. 	Okay, what is your departure site?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	06:45	wagamama	adc theatre	none	none	none	none	none	none	none
SNG01574.json	0	I need to book a taxi to take me to The Junction. I need it here by 18:15.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the junction	18:15	none	none	none	none	none	none
SNG01574.json	1	Yes, leave by 18:15 and from La Margherita.	I'd be happy to help - where should the taxi pick you up? And just to confirm - you need to leave at 18:15?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	la margherita	the junction	18:15	none	none	none	none	none	none
SNG01574.json	2	Okay, thanks a lot. You have a great day.	Booking completed! Booked car type : blue volvo Contact number : 07423194148	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	la margherita	the junction	18:15	none	none	none	none	none	none
SNG1256.json	0	Hi, i need to book a taxi to go to funky fun house. I need to leave after 8:45. 		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	funky fun house	08:45	none	none	none	none	none	none
SNG1256.json	1	The taxi should depart from the cambridge punter	Where will you leave from?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge punter	funky fun house	08:45	none	none	none	none	none	none
SNG1256.json	2	No thanks, just needed a taxi. Have a great day!	Alrighty. I have a grey ford for you with the contact number 07266756209. Anything else you need?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge punter	funky fun house	08:45	none	none	none	none	none	none
SNG01843.json	0	I need a tax to cambridge train station.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cambridge train station	none	none	none	none	none	none	none
SNG01843.json	1	I'm at kymmoy	Where would you like to be picked up?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kymmoy	cambridge train station	none	none	none	none	none	none	none
SNG01843.json	2	I need to be picked up at 21:30.	When would you like your taxi to pick you up?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kymmoy	cambridge train station	21:30	none	none	none	none	none	none
SNG01843.json	3	That covers everything. Thanks so much. Goodbye.	Ok. I have booked for you a red skoda and the contact number is 07618237831. Anything else I can help you with?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kymmoy	cambridge train station	21:30	none	none	none	none	none	none
SNG1373.json	0	I need a taxi from finches bed and breakfast to Ian hong house. Please be here at 13:45. What is your phone number? What type of car?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	finches bed and breakfast	none	13:45	none	none	none	none	none	none
SNG1373.json	1	I need to arrive to Ian hong house by 13:45.	Can you please provide me with a destination and arrival time? Thank you. 	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	finches bed and breakfast	ian hong	13:45	none	none	none	none	none	none
SNG1373.json	2	Thanks so much. That is all I needed.	Your taxi is booked. Your car is a blue volkswagen and contact number is 07602572766	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	finches bed and breakfast	ian hong	13:45	none	none	none	none	none	none
SNG1156.json	0	I need to book a taxi.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1156.json	1	I need to leave from ely and get to sidney sussex college by 14:15.	I can help with that? What are your departure and destination sites, and what time do you need it?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	14:15	ely train station	sidney sussex college	none	none	none	none	none	none	none
SNG1156.json	2	Thanks so much! That'll be it for me for today.	Booking completed! Booked car type : blue honda Contact number : 07229655312 	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	14:15	ely train station	sidney sussex college	none	none	none	none	none	none	none
SNG1326.json	0	i want to book a taxi. The taxi should go to little saint mary's church and should leave after 05:45.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	little saint mary's church	05:45	none	none	none	none	none	none
SNG1326.json	1	I am departing from el shaddai. Can you provide me with what car will be picking me up and contact number?	What is your departure site?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	el shaddai	little saint mary's church	05:45	none	none	none	none	none	none
SNG1326.json	2	Thank you. I think that is all I need today.	 Yes, it's booked for you! Booked car type : black lexus Contact number : 07566754071	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	el shaddai	little saint mary's church	05:45	none	none	none	none	none	none
SNG01287.json	0	I need a taxi to leave at 3 45 and get me from the cambridge belfry		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	none	03:45	none	none	none	none	none	none
SNG01287.json	1	I will be going to the cow pizza kitchen and bar. 	Where will you be going to?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the cow pizza kitchen and bar	03:45	none	none	none	none	none	none
SNG01287.json	2	Ok thank you for your assistance.	Ok I have a red bmw with contact number 07932775805 booked for you.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the cow pizza kitchen and bar	03:45	none	none	none	none	none	none
SNG01375.json	0	I need a taxi to pick me up after 21:25 at The Cambridge Belfry.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	none	21:25	none	none	none	none	none	none
SNG01375.json	1	The taxi should go to the gardenia.	And where are you going?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the gardenia	21:30	none	none	none	none	none	none
SNG01375.json	2	I'll also need the contact number please.	Your taxi will pick you up at 21:30. It is a grey Honda.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the gardenia	21:30	none	none	none	none	none	none
SNG01375.json	3	Than you, I think that's all I need for now.	The contact number is 07650376516.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the gardenia	21:30	none	none	none	none	none	none
SNG02120.json	0	I need a taxi to come to royal standard and take me to maharajah tandoori restaurant.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	royal standard	maharajah tandoori restaurant	none	none	none	none	none	none	none
SNG02120.json	1	I need to leave after 14:30.	I would be happy to help with your request, but first I will need to know, what time you would like to leave/arrive?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	royal standard	maharajah tandoori restaurant	14:30	none	none	none	none	none	none
SNG02020.json	0	I need a taxi to take me to fitzbillies restaurant		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	fitzbillies restaurant	none	none	none	none	none	none	none
SNG02020.json	1	From Kings lynn train station.	I would be happy to book that for you, where do you need picked up from?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kings lynn train station	fitzbillies restaurant	none	none	none	none	none	none	none
SNG02020.json	2	I need to leave after 20:00 please.	Ok, and what time will you need to arrive/leave?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kings lynn train station	fitzbillies restaurant	20:00	none	none	none	none	none	none
SNG02020.json	3	Thank you goodbye	Great. We have a black volkswagen booked for you. The driver's phone number is 07477854911	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kings lynn train station	fitzbillies restaurant	20:00	none	none	none	none	none	none
SNG02010.json	0	Taxi to de luca cucina and bar please		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	de luca cucina and bar	none	none	none	de luca cucina and bar	none	none	none	none	none	none	none
SNG02010.json	1	I need to arrive by 15:30, please.	What time would you like to arrive at your destination?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	de luca cucina and bar	none	none	none	de luca cucina and bar	none	none	none	none	none	none	none
SNG01908.json	0	Can you set up a taxi to loch fyne from hakka for me?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	hakka	loch fyne	none	none	none	none	none	none	none
SNG01908.json	1	I actually need to leave after 23:00	Sure! when would you like to arrive?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	hakka	loch fyne	23:00	none	none	none	none	none	none
SNG01908.json	2	Yes I need the car type and contact number.	I've just booked a taxi for you, is there anything else I can help you with?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	hakka	loch fyne	23:00	none	none	none	none	none	none
SNG01908.json	3	Got it, thanks. Goodbye.	Ok it's a white volvo and the contact number is 07915907755.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	hakka	loch fyne	23:00	none	none	none	none	none	none
SNG01863.json	0	I'm at Kettle's Yard and need a taxi to pick me up by 19:30.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kettle's yard	none	19:30	none	none	none	none	none	none
SNG01863.json	1	I want to go to castle galleries.	I would be happy to help with your request, what is your destination?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kettle's yard	castle galleries	19:30	none	none	none	none	none	none
SNG01863.json	2	I need to leave after 19:30.	What time would you like to arrive at Castle Galleries?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kettle's yard	castle galleries	19:30	none	none	none	none	none	none
SNG01863.json	3	Thank you, what is the contact number?	Your booking is complete, a red ford will be picking you up.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kettle's yard	castle galleries	19:30	none	none	none	none	none	none
SNG01863.json	4	No. Thank you for your assistance.	The contact number is 07833391546. Do you have any other questions?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kettle's yard	castle galleries	19:30	none	none	none	none	none	none
SNG0094.json	0	I need to book a taxi from kirkwood house.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kirkwood house	none	none	none	none	none	none	none	none
SNG0094.json	1	What type of car is it going to be? 	I have booked you a taxi. The contact number is 07866666313. Can I do anything else for you today?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	kirkwood house	none	none	none	none	none	none	none	none
SNG0094.json	2	I forgot something. I need to arrive by 21:00.	The car arriving will be a white BMW.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	21:00	kirkwood house	none	none	none	none	none	none	none	none
SNG0094.json	3	I'm going to efes restaurant.	What will your destination be?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	21:00	kirkwood house	efes restaurant	none	none	none	none	none	none	none
SNG01975.json	0	Please help me arrange for a taxi		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG01975.json	1	I'd like to leave aylesbray lodge guest house by 12:15 	Where is your departure site?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	aylesbray lodge guest house	none	12:15	none	none	none	none	none	none
SNG01975.json	2	I'm going to ask. 	Ok, and what is your destination please?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	aylesbray lodge guest house	none	12:15	none	none	none	none	none	none
SNG01975.json	3	Ok, we want to be at the tall monument.	Ok, please let me know when you know.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	aylesbray lodge guest house	ta	12:15	none	none	none	none	none	none
SNG01975.json	4	We actually want to go to Ask.	I do not see anything called Tall Monument. Is there another name for it?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	aylesbray lodge guest house	ta	12:15	none	none	none	none	none	none
SNG01975.json	5	Just to be sure a yellow taxi will get me from aylesbray lodge guest house to Ask by 12:15, correct?	 Booking completed! Booked car type : yellow audi Contact number : 07180084574 	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	aylesbray lodge guest house	ask	12:15	none	none	none	none	none	none
SNG01868.json	0	I need a taxi arriving by 16:45.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	none	none	none	none	none	none	none	none	none
SNG01868.json	1	I want to leave from nandos, city center. 	Sure! Where are you coming from?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	nandos city centre	none	none	none	none	none	none	none	none
SNG01868.json	2	I'm going to parkside police station to turn myself in.	Great. And where will you be traveling to?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	nandos city centre	parkside police station	none	none	none	none	none	none	none
SNG01868.json	3	That was all. Thanks	Ok, your contact number is 07037812928 and it will be a black volvo. Is there anything else I can help you with?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	nandos city centre	parkside police station	none	none	none	none	none	none	none
SNG02313.json	0	Can a taxi pick me up at carolina bed and breakfast?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	carolina bed and breakfast	none	none	none	none	none	none	none	none
SNG02313.json	1	I want to be sure and leave after 24:00	When do you want to leave by?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	carolina bed and breakfast	none	24:00	none	none	none	none	none	none
SNG02313.json	2	I want to go to lensfield hotel	What is your destination? 	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	carolina bed and breakfast	the lensfield hotel	24:15	none	none	none	none	none	none
SNG02313.json	3	I'll also need the contact number please.	The taxi is booked for 24:15. It is a yellow Volkswagen.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	carolina bed and breakfast	the lensfield hotel	24:15	none	none	none	none	none	none
SNG02313.json	4	That is all I need. Thank you.	Your contact number is 07744553058. May I help you with anything else?	none	none	none	none	none	none	none	none	none	none	none	none	none	the lensfield hotel	none	none	none	none	none	none	none	none	none	none	none	none	carolina bed and breakfast	the lensfield hotel	24:15	none	none	none	none	none	none
SNG0015.json	0	I would like to book a taxi to hughes hall please.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	hughes hall	none	none	none	none	none	none	none
SNG0015.json	1	I will be departing from the river bar. 	Where will you be departing from?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the river bar steakhouse and grill	hughes hall	none	none	none	none	none	none	none
SNG0015.json	2	I would like to arrive by 19:00 if possible.	What time would you like to leave by?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	19:00	the river bar steakhouse and grill	hughes hall	none	none	none	none	none	none	none
SNG0015.json	3	nope thats all thanks	Great, I have booked you a white Honda the Contact number is 07767407244. Anything else I can help you with.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	19:00	the river bar steakhouse and grill	hughes hall	none	none	none	none	none	none	none
